,Job Title,Rating,Company Name,Location,Sector,avg Salary,avg size,Founded
771,Quantitative Researcher/Strategy Developer,3.9,"Sunrise Futures, LLC
3.9","Chicago, IL",Finance,98000.0,200.0,2007
772,Data Scientist Advanced Analytics,-1.0,FNA,"Chicago, IL",-1,98000.0,,-1
773,Data Scientist,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL",Business Services,98000.0,200.0,1992
774,Staff Scientist,4.0,"University of Chicago
4.0","Chicago, IL",Education,98000.0,,1890
775,Data Scientist,3.5,"Medix
3.5","Elmhurst, IL",Business Services,43500.0,500.0,2001
776,Data & Machine Learning Scientist,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,43500.0,1000.0,2015
777,"Quantitative Research Internship, Summer 2021",3.1,"Akuna Capital
3.1","Chicago, IL",Finance,43500.0,500.0,2011
778,"Senior Applied Data Scientist, Government",3.2,"Civis Analytics
3.2","Chicago, IL",Information Technology,43500.0,200.0,2013
779,Food Scientist,2.5,"TreeHouse Foods
2.5","Downers Grove, IL",Manufacturing,43500.0,,2005
780,Analytics Consultant,4.6,"Strive Consulting
4.6","Chicago, IL",Business Services,43500.0,1000.0,2006
781,Data Analyst,3.2,"BMO
3.2","Chicago, IL",Finance,43500.0,,1882
782,Quantitative Researcher,4.7,"Old Mission Capital
4.7","Chicago, IL",Finance,43500.0,200.0,2008
783,Data scientist/computational biologist,4.0,"The University of Chicago
4.0","Chicago, IL",Education,43500.0,,1890
784,Quantitative Researcher,3.9,"DRW Trading Group
3.9","Chicago, IL",Finance,43500.0,5000.0,1992
785,Data Analyst,4.1,"Peterson Technology Partners
4.1","Chicago, IL",Information Technology,43500.0,500.0,1997
786,Quantitative Researcher,4.7,"Axiom Group
4.7","Chicago, IL",Manufacturing,43500.0,200.0,1987
787,Data Analyst,4.0,"University of Chicago
4.0","Chicago, IL",Education,43500.0,,1890
788,Senior Quantitative Analyst,4.0,"Morningstar
4.0","Chicago, IL",Finance,43500.0,10000.0,1984
789,Sr Data Scientist,5.0,"Kalderos
5.0","Chicago, IL",Information Technology,43500.0,50.0,2016
790,Senior Data Scientist,3.5,"Aon
3.5","Chicago, IL",Insurance,43500.0,,1892
791,Supply Chain/Data Analyst - Merchandising,3.4,"Aerotek
3.4","Chicago, IL",Business Services,43500.0,10000.0,1983
792,Data Scientist,1.0,"Encore Consulting Services
1.0","Rolling Meadows, IL",-1,43500.0,50.0,-1
793,Data Scientist,2.6,"Kehe
2.6","Naperville, IL",Business Services,43500.0,10000.0,1954
794,Associate Food Scientist - Global Expansion Team,3.5,"Ferrara Candy Company
3.5","Maywood, IL",Manufacturing,43500.0,10000.0,1908
795,Data Engineer,4.1,"VillageMD
4.1","Chicago, IL",Health Care,43500.0,5000.0,2013
796,Quantitative Analyst,4.7,"Old Mission Capital
4.7","Chicago, IL",Finance,43500.0,200.0,2008
797,Data Analyst Intern,-1.0,MT Global US INC,"Chicago, IL",-1,43500.0,50.0,-1
798,Data Analyst,3.8,"Ann & Robert H. Lurie Children's Hospital of Chicago
3.8","Chicago, IL",Health Care,43500.0,5000.0,2012
799,Data Analyst,3.7,"BMO Financial Group
3.7","Chicago, IL",Finance,43500.0,,1817
800,Quantitative Researcher – Intern,3.8,"Citadel
3.8","Chicago, IL",-1,43500.0,5000.0,1990
801,Sr. Data Engineer,3.4,"Alliant Credit Union
3.4","Chicago, IL",Finance,43500.0,1000.0,1935
802,Urgent Need - Data Analyst,3.4,"Kelly
3.4","Chicago, IL",Business Services,43500.0,10000.0,1946
803,Senior Scientist-Wind Vulnerability,3.5,"Aon
3.5","Chicago, IL",Insurance,43500.0,,1892
804,Business Intelligence Analyst,3.1,"Kemper
3.1","Chicago, IL",Insurance,43500.0,10000.0,1990
805,Business Intelligence Analyst,3.4,"Fooda
3.4","Chicago, IL",Information Technology,60000.0,500.0,2011
806,Data Analyst,3.9,"TEKsystems, Inc
3.9","Chicago, IL",Business Services,60000.0,5000.0,1983
807,Business Intelligence Analyst,4.1,"MDLIVE Inc
4.1","Chicago, IL",Health Care,60000.0,500.0,2009
808,Sr Quantitative Analyst,3.9,"Exelon
3.9","Chicago, IL","Oil, Gas, Energy & Utilities",60000.0,,2000
809,Senior Global Data Analyst / Power BI Dashboard Developer,2.8,"ALERE
2.8","Chicago, IL",Biotech & Pharmaceuticals,60000.0,10000.0,2001
810,Senior Data Scientist,4.5,"Maven Wave Partners
4.5","Chicago, IL",Business Services,60000.0,500.0,2008
811,Sr. Data Analyst,3.8,"Mondo
3.8","Chicago, IL",Business Services,60000.0,200.0,2000
812,Quantitative Researcher,4.8,"3Red Partners
4.8","Chicago, IL",Finance,60000.0,50.0,2011
813,Machine Learning Engineer,3.2,"Triplebyte
3.2","Chicago, IL",Information Technology,60000.0,200.0,2015
814,Senior Data Scientist,3.9,"Numerator
3.9","Chicago, IL",Information Technology,60000.0,5000.0,2004
815,Workday Data Consultant,3.7,"Collaborative Solutions
3.7","Chicago, IL",Information Technology,60000.0,1000.0,2003
816,Business Data Analyst,3.3,"Feeding America
3.3","Chicago, IL",Non-Profit,60000.0,200.0,1979
817,Data Analyst,4.7,"CRS Group
4.7","Chicago, IL",Business Services,60000.0,200.0,1994
818,Senior Data Scientist - Telecommute,3.3,"Unitedhealth Group
3.3","Chicago, IL",Health Care,60000.0,,1977
819,Clinical Safety Scientist I,4.0,"CTI Clinical Trial Services, Inc
4.0","Chicago, IL",Health Care,60000.0,1000.0,1999
820,Lead Data Analyst,4.6,"First Stop Health
4.6","Chicago, IL",Health Care,60000.0,50.0,2011
821,Informatics Scientist - Cardiology AI,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,60000.0,1000.0,2015
822,Data Scientist - Cruises & Events,3.3,"Hornblower Cruises and Events
3.3","Chicago, IL",Travel & Tourism,60000.0,5000.0,1980
823,Software Engineer - Data Platform,3.9,"Balyasny Asset Management
3.9","Chicago, IL",Finance,60000.0,1000.0,2001
824,Product Development Scientist - Covid 19,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,60000.0,1000.0,2015
825,Principal Data Scientist- Public Sector,3.7,"IBM
3.7","Chicago, IL",Information Technology,60000.0,,1911
826,Quantitative Analyst,3.4,"Belvedere Trading
3.4","Chicago, IL",Finance,60000.0,500.0,2002
827,Data Scientist,-1.0,"UL, LLC","Northbrook, IL",-1,60000.0,50.0,-1
828,Data Engineer - QuantumBlack,4.4,"McKinsey & Company
4.4","Chicago, IL",Business Services,60000.0,,1926
829,Data Analyst,4.1,"UST Global
4.1","Chicago, IL",Information Technology,60000.0,,1999
830,"IoT Data Scientist - Leadeship Role - Chicago, NY, Dallas, or Atlanta",3.8,"Capgemini
3.8","Chicago, IL",Information Technology,60000.0,,1967
831,Data Analyst,3.5,"Chicago Public Schools
3.5","Chicago, IL",Education,60000.0,,1883
832,"Quantitative Research Analyst, Global Quantitative Strategies",3.8,"Citadel
3.8","Chicago, IL",-1,60000.0,5000.0,1990
833,Data Analyst,3.9,"Diverse Lynx
3.9","Chicago, IL",Information Technology,60000.0,1000.0,2002
834,Data Analyst,-1.0,El Hogar del Nino - The Home of the Child,"Chicago, IL",-1,60000.0,,-1
835,Senior Python Data Scientist,-1.0,Cepoch,"Chicago, IL",-1,136500.0,,-1
836,Data Engineer II,3.8,"Grubhub
3.8","Chicago, IL",Information Technology,136500.0,5000.0,2004
837,Data Analyst,3.6,"Level Ex, Inc.
3.6","Chicago, IL",Media,136500.0,200.0,2015
838,Data Engineer,4.8,"Apervita
4.8","Chicago, IL",Information Technology,136500.0,200.0,2013
839,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC
5.0","Chicago, IL",Information Technology,136500.0,200.0,2008
840,Data Science Consultant,2.4,"KBS Solutions
2.4","Chicago, IL",-1,136500.0,200.0,-1
841,Quantum Principal Data Scientist (Industrial-Discrete sector),3.7,"IBM
3.7","Chicago, IL",Information Technology,136500.0,,1911
842,Data Analyst,3.7,"Riskonnect Inc
3.7","Chicago, IL",Information Technology,136500.0,500.0,2007
843,Data Engineer,4.3,"Strike Social
4.3","Chicago, IL",Business Services,136500.0,200.0,2013
844,Data Engineer,4.5,"Involgix
4.5","Chicago, IL",Information Technology,136500.0,200.0,-1
845,Data Scientist Sr. - Conversation Designer & NLP Analyst,3.4,"PNC Financial Services Group
3.4","Downers Grove, IL",Finance,136500.0,,1845
846,Senior Data Scientist - Nationwide Opportunities,3.9,"Amazon
3.9","Chicago, IL",Information Technology,136500.0,,1994
847,Data Engineer – Full-Time,3.8,"Citadel
3.8","Chicago, IL",-1,136500.0,5000.0,1990
848,Sr. Decision Scientist,3.8,"Grubhub
3.8","Chicago, IL",Information Technology,136500.0,5000.0,2004
849,Data Analyst,3.5,"Care Advisors Inc
3.5","Chicago, IL",Information Technology,136500.0,50.0,-1
850,Pharmacovgilance Scientist,3.4,"Kelly
3.4","Chicago, IL",Business Services,136500.0,10000.0,1946
851,Computational Scientist-Secure Data,4.0,"University of Chicago
4.0","Chicago, IL",Education,136500.0,,1890
852,Data Engineer,3.8,"Mondo
3.8","Chicago, IL",Business Services,136500.0,200.0,2000
853,Data Engineer,5.0,"Kalderos
5.0","Chicago, IL",Information Technology,136500.0,50.0,2016
854,Data Analyst - IntelliScript,3.8,"Milliman
3.8","Chicago, IL",Business Services,136500.0,5000.0,1947
855,Lead Data Scientist,3.6,"Humana
3.6","Chicago, IL",Insurance,136500.0,,1961
856,Data Engineer,5.0,"Zai Global
5.0","Chicago, IL",-1,136500.0,50.0,-1
857,Cloud Data Engineer,4.5,"Maven Wave Partners
4.5","Chicago, IL",Business Services,136500.0,500.0,2008
858,Quantitative Researcher,4.2,"NJF Global Holdings
4.2","Chicago, IL",Business Services,136500.0,200.0,2003
859,Data Engineer,3.7,"ServiceNow
3.7","Chicago, IL",Information Technology,136500.0,,2004
860,Data Engineer,-1.0,Arrive,"Chicago, IL",-1,136500.0,,-1
861,Quantum Principal Data Scientist (Industrial-Process sector),3.7,"IBM
3.7","Chicago, IL",Information Technology,136500.0,,1911
862,"Bioinformatics Scientist, Data Operations",3.3,"Tempus
3.3","Chicago, IL",Finance,136500.0,200.0,1999
863,"Big Data Machine Learning Engineer in Chicago, IL at Key Bank",3.3,"KeyBank
3.3","Chicago, IL",Finance,136500.0,,1849
864,Data Engineer (AI/ML),3.7,"eTeam Inc.
3.7","Chicago, IL",Business Services,136500.0,200.0,1999
865,Business Intelligence Analyst,2.9,"IFG Companies
2.9","Chicago, IL",Insurance,111500.0,500.0,1985
866,Data Analyst,2.7,"TechUSA
2.7","Chicago, IL",Business Services,111500.0,5000.0,1998
867,CSI Data Analyst,3.5,"Chicago Public Schools
3.5","Chicago, IL",Education,111500.0,,1883
868,Data Engineer,3.1,"Keylent
3.1","Chicago, IL",-1,111500.0,50.0,-1
869,Sr. Data Scientist,3.9,"Wavicle Data Solutions LLC
3.9","Chicago, IL",Information Technology,111500.0,200.0,2014
870,Microsoft Analytics Consultant,3.7,"IBM
3.7","Chicago, IL",Information Technology,111500.0,,1911
871,Advanced Analytics Consulting Lead,3.5,"CGN Global
3.5","Chicago, IL",Business Services,111500.0,500.0,1995
872,Data Analyst,4.1,"SkySource Solutions
4.1","Downers Grove, IL",Business Services,111500.0,50.0,2017
873,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,4.5,"Maine Pointe
4.5","Chicago, IL",Business Services,111500.0,200.0,2004
874,Practice Area Lead - Machine Learning - Data & Analytics,4.1,"Slalom
4.1","Chicago, IL",Business Services,111500.0,10000.0,2001
875,Data Scientist - Sr. Analyst,2.0,"HR Pundits
2.0","Chicago, IL",Information Technology,111500.0,50.0,-1
876,Quantitative Researcher – Full Time (US),4.1,"Citadel Securities
4.1","Chicago, IL",Finance,111500.0,500.0,2002
877,Data Analyst,4.0,"Lorven Technologies Inc
4.0","Chicago, IL",Accounting & Legal,111500.0,50.0,-1
878,Data Modeler,4.6,"Conch Technologies, Inc
4.6","Chicago, IL",Business Services,111500.0,200.0,-1
879,Senior Data Scientist,5.0,"CultureFit Technology Staffing
5.0","Chicago, IL",Business Services,111500.0,50.0,1997
880,Machine Learning Engineer,-1.0,TalentCraft,"Chicago, IL",Business Services,111500.0,50.0,2018
881,Data Analyst Alteryx Experience MUST,3.7,"22nd Century Technologies
3.7","Chicago, IL",Information Technology,111500.0,5000.0,1997
882,Sr Data Scientist,5.0,"CreditNinja
5.0","Chicago, IL",Finance,111500.0,50.0,-1
883,Behavioral Scientist,3.7,"NICE Systems
3.7","Chicago, IL",-1,111500.0,50.0,-1
884,Machine Learning Engineer,2.7,"STATS PERFORM
2.7","Chicago, IL",Media,111500.0,5000.0,2019
885,Senior Data Analyst,3.9,"Numerator
3.9","Chicago, IL",Information Technology,111500.0,5000.0,2004
886,Senior Data Scientist,4.2,"NJF Global Holdings
4.2","Chicago, IL",Business Services,111500.0,200.0,2003
887,Data Engineer,4.1,"Brad's Deals
4.1","Chicago, IL",Information Technology,111500.0,200.0,2001
888,Data Scientist with Security Clearance,-1.0,"Puyenpa Services, LLC","Chicago, IL",-1,111500.0,,-1
889,Data Engineer,3.7,"Riskonnect
3.7","Chicago, IL",Information Technology,111500.0,500.0,2007
890,Senior Research Data Analyst,4.0,"University of Chicago
4.0","Chicago, IL",Education,111500.0,,1890
891,Microsoft Dynamics CRM Data Analyst,3.7,"IBM
3.7","Chicago, IL",Information Technology,111500.0,,1911
892,Data Analyst,4.5,"Green Key Resources
4.5","Chicago, IL",Business Services,111500.0,500.0,2004
893,"Senior Data Scientist in Chicago, IL at Key Bank",3.3,"KeyBank
3.3","Chicago, IL",Finance,111500.0,,1849
894,Big Data Engineer - Chicago - Future Opportunity,4.0,"Centro
4.0","Chicago, IL",Information Technology,111500.0,1000.0,2001
895,Senior Data & Machine Learning Scientist,3.3,"Tempus
3.3","Chicago, IL",Finance,85500.0,200.0,1999
896,Big Data Machine Learning Engineer,3.3,"KeyBank National Association
3.3","Chicago, IL",Finance,85500.0,,1849
897,Data Engineer,3.6,"Level Ex, Inc.
3.6","Chicago, IL",Media,85500.0,200.0,2015
898,Data Engineer,3.1,"Relevante, Inc
3.1","Chicago, IL",Business Services,85500.0,200.0,2002
899,Data Analyst,5.0,"Staffigo Technical Services, LLC
5.0","Chicago, IL",Information Technology,85500.0,200.0,2008
900,Senior Data & Machine Learning Scientist,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,85500.0,1000.0,2015
901,Product Development Scientist - Covid 19,3.3,"Tempus
3.3","Chicago, IL",Finance,85500.0,200.0,1999
902,Senior Data Scientist,-1.0,"Mastery Logistics Systems, Inc.","Chicago, IL",-1,85500.0,50.0,-1
903,Senior Data Analyst,3.9,"Leap
3.9","Chicago, IL",Non-Profit,85500.0,200.0,1991
904,Data Engineer,3.8,"Concurrency
3.8","Chicago, IL",Information Technology,85500.0,200.0,1989
905,Senior Data Analyst,3.4,"HNI
3.4","Chicago, IL",Manufacturing,85500.0,10000.0,1944
906,DATA ENGINEER,3.0,"Sinai Health System
3.0","Chicago, IL",Health Care,85500.0,5000.0,1918
907,Staff Big Data Engineer,3.5,"Integral Ad Science
3.5","Chicago, IL",Information Technology,85500.0,1000.0,2009
908,Senior Data Scientist,4.1,"West Monroe Partners
4.1","Chicago, IL",Business Services,85500.0,5000.0,2002
909,Data Engineer,4.6,"Kani Solutions
4.6","Chicago, IL",Business Services,85500.0,500.0,2009
910,Sr. Data Visualization Developer,3.1,"Chamberlain Group Inc
3.1","Oak Brook, IL",Manufacturing,85500.0,5000.0,1900
911,Data Engineer,4.1,"Collabera
4.1","Chicago, IL",Information Technology,85500.0,,1991
912,SAP Data Analyst,3.1,"Old World Industries
3.1","Northbrook, IL",Manufacturing,85500.0,500.0,1973
913,Senior HFT Futures Quantitative Research Scientist,3.7,"Quantlab
3.7","Chicago, IL",Finance,85500.0,200.0,1998
914,Sr. Data Scientist,3.6,"TMP WORLDWIDE
3.6","Chicago, IL",Business Services,85500.0,1000.0,2006
915,Data Engineer,-1.0,GradTests (gradtests.com.au),"Chicago, IL",-1,85500.0,,-1
916,Director of Data Science,4.6,"BenchPrep
4.6","Chicago, IL",Education,85500.0,200.0,-1
917,Lead Real World Analytics Data Scientist,3.3,"Tempus
3.3","Chicago, IL",Finance,85500.0,200.0,1999
918,Data Engineer,3.2,"RAPP
3.2","Chicago, IL",Business Services,85500.0,1000.0,1965
919,Data Engineer,4.2,"Trident Consulting
4.2","Chicago, IL",-1,85500.0,200.0,-1
920,Senior Data Analyst,4.2,"360pi
4.2","Chicago, IL",Information Technology,85500.0,50.0,-1
921,Data Analyst,-1.0,TalentDash,"Chicago, IL",Information Technology,85500.0,50.0,2014
922,Data Engineer,4.0,"Insight Enterprises, Inc.
4.0","Chicago, IL",Information Technology,85500.0,10000.0,1988
923,Lead Data Scientist,2.9,"CVS Health
2.9","Northbrook, IL",Health Care,85500.0,,1963
924,Director of Data Science,3.4,"Epsilon
3.4","Chicago, IL",Business Services,85500.0,10000.0,1969
925,AI/ML Data Engineer,4.0,"CYNET SYSTEMS
4.0","Chicago, IL",Information Technology,96500.0,1000.0,2010
926,"Scientist Biopharm - HPLC (IEX , SEC )",3.7,"Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals,96500.0,,1985
927,Marketing Data Analyst,-1.0,Show Me Leads,"Chicago, IL",-1,96500.0,,-1
928,Analytics Consultant,3.6,"Epiq
3.6","Chicago, IL",Accounting & Legal,96500.0,10000.0,1988
929,Data Engineer SQL-PLSQL-HANA,3.7,"ServiceNow
3.7","Chicago, IL",Information Technology,96500.0,,2004
930,Food Scientist - Foodservice,3.6,"Conagra Brands
3.6","Chicago, IL",Manufacturing,96500.0,,1919
931,Data Sceintist,4.0,"Antuit
4.0","Chicago, IL",Information Technology,96500.0,500.0,2013
932,Data Engineer,4.7,"Capax Global
4.7","Chicago, IL",Information Technology,96500.0,200.0,1998
933,Data Scientist- Senior Advisor,2.9,"CVS Health
2.9","Northbrook, IL",Health Care,96500.0,,1963
934,Food Scientist,-1.0,VIVA 5,"Chicago, IL",-1,96500.0,,-1
935,Data Engineer - RBD,3.3,"Reyes Beer Division
3.3","Rosemont, IL",Business Services,96500.0,5000.0,1976
936,"Quantitative Researcher, Market Simulator",4.2,"NJF Global Holdings
4.2","Chicago, IL",Business Services,96500.0,200.0,2003
937,"Data Scientist - Health Outcomes, Advisor",2.9,"CVS Health
2.9","Northbrook, IL",Health Care,96500.0,,1963
938,Talent Acquisition Vendor & Analytics Manager - Virtual,3.4,"PeopleReady
3.4","Chicago, IL",Business Services,96500.0,10000.0,1989
939,"Quantitative Research Analyst, PhD",-1.0,Financial Services Company,"Chicago, IL",-1,96500.0,,-1
940,Data Engineer - RBD,3.5,"Martin-Brower
3.5","Des Plaines, IL",Business Services,96500.0,,1956
941,Jr. Business Intelligence Analyst,2.9,"IFG Companies
2.9","Chicago, IL",Insurance,56500.0,500.0,1985
942,"Staff Software Scientist, Reproductive Health",3.4,"Thermo Fisher Scientific
3.4","Chicago, IL",Biotech & Pharmaceuticals,56500.0,,1902
943,"Data Engineer, Virtualization",3.7,"Northern Trust
3.7","Chicago, IL",Finance,56500.0,,1889
944,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.2,"BMO
3.2","Chicago, IL",Finance,56500.0,,1882
945,Analytics Manager,4.5,"Smith Hanley Associates
4.5","Chicago, IL",Business Services,56500.0,50.0,1980
946,Data Scientist Consultant,3.8,"Capgemini
3.8","Chicago, IL",Information Technology,56500.0,,1967
947,Data Engineer (remote),3.3,"Thrivent
3.3","Chicago, IL",Insurance,56500.0,10000.0,1902
948,Data Engineer,3.2,"GoHealth
3.2","Chicago, IL",Health Care,56500.0,1000.0,2001
949,Environmental Scientist/Engineer (Jr. Level),3.7,"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services,56500.0,,1966
950,Data Analytics Manager,2.6,"Saggezza
2.6","Chicago, IL",Information Technology,56500.0,1000.0,2006
951,"AI/ML ,Data Engineer",3.9,"Themesoft Inc
3.9","Chicago, IL",Information Technology,56500.0,200.0,2004
952,Provider Analytics Data Analyst,4.6,"VIVA USA INC
4.6","Chicago, IL",Information Technology,56500.0,200.0,1996
953,Chief Data Scientist,2.2,"Uptake
2.2","Chicago, IL",Information Technology,56500.0,1000.0,2014
954,Computer Vision / Deep Learning Scientist,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,56500.0,1000.0,2015
955,Associate Food Scientist - Future Opportunities Summer,3.6,"Conagra Brands
3.6","Chicago, IL",Manufacturing,56500.0,,1919
956,Data Engineer-SQL-PLSQL-HANA,3.7,"ServiceNow, Inc.
3.7","Chicago, IL",Information Technology,56500.0,,2004
957,Environmental Scientist/Engineer (Mid-Level),3.7,"Tetra Tech, Inc.
3.7","Chicago, IL",Business Services,56500.0,,1966
958,"Quantitative Researcher, Commodity Options",3.9,"DRW Trading Group
3.9","Chicago, IL",Finance,56500.0,5000.0,1992
959,Data Analyst,4.3,"Fast Switch, LTD
4.3","Northbrook, IL",Information Technology,48500.0,1000.0,1996
960,"Associate Research Scientist (Senior Scientist)- Protein HPLC ( SEC , IEX , RP )",3.7,"Pharmaceutical Product Development
3.7","Chicago, IL",Biotech & Pharmaceuticals,48500.0,,1985
961,Translational Scientist Liaison,2.9,"Caris Life Sciences
2.9","Chicago, IL",Business Services,48500.0,500.0,-1
962,Data & Analytics Consultant |,4.6,"Systems Evolution
4.6","Chicago, IL",Business Services,48500.0,500.0,1992
963,"Senior Scientist, Decision Sciences",3.4,"Epsilon
3.4","Chicago, IL",Business Services,48500.0,10000.0,1969
964,Business Intelligence Analyst,3.5,"PDI
3.5","Chicago, IL",-1,48500.0,200.0,2007
965,Pricing Strategy and Analytics Manager,3.5,"MillerCoors
3.5","Chicago, IL",Manufacturing,48500.0,10000.0,-1
966,Data Analyst / Business Lead Generation Specialist [Part-Time],2.5,"BankFinancial
2.5","Downers Grove, IL",Finance,48500.0,500.0,2005
967,Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,4.1,"University of Illinois at Chicago
4.1","Chicago, IL",Education,48500.0,10000.0,1982
968,Data Analyst,3.6,"Kelly Mitchell Group
3.6","Downers Grove, IL",Business Services,48500.0,5000.0,1998
969,Data Analyst,4.1,"Kforce
4.1","Evanston, IL",Business Services,48500.0,,1966
970,"Data Modeler, JLL Technologies",3.7,"JLL
3.7","Chicago, IL",Real Estate,48500.0,,-1
971,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",3.8,"EY
3.8","Chicago, IL",Accounting & Legal,48500.0,,1989
972,Risk Analyst-Quantitative Researcher 120850,3.2,"Open Systems Technologies (NYC)
3.2","Chicago, IL",Business Services,48500.0,200.0,1990
973,Data Analytics Manager,3.9,"Wavicle Data
3.9","Chicago, IL",Information Technology,48500.0,200.0,2014
974,Data Analyst - Rush Infectious Diseases,3.9,"Rush University Medical Center
3.9","Chicago, IL",Health Care,48500.0,10000.0,1837
975,"Senior Data Analyst, Sales",3.5,"Flexport
3.5","Chicago, IL",Transportation & Logistics,48500.0,5000.0,2013
976,Senior Big Data Engineer - QuantumBlack,4.4,"McKinsey & Company
4.4","Chicago, IL",Business Services,48500.0,,1926
977,Data Analyst,4.0,"MRINetwork
4.0","Des Plaines, IL",-1,48500.0,5000.0,1965
978,Senior Environmental Soil Scientist,4.1,"MWRD of Greater Chicago
4.1","Chicago, IL",Government,48500.0,5000.0,-1
979,"Machine Learning Engineer Chicago, IL",2.7,"STATS
2.7","Chicago, IL",Media,82500.0,1000.0,1981
980,AI/ML Data Engineer,-1.0,softsnippets,"Chicago, IL",-1,82500.0,,-1
981,Provider Analytics Data Analyst,4.7,"CRS Group
4.7","Chicago, IL",Business Services,82500.0,200.0,1994
982,Data Engineer,3.6,"Signature Consultants
3.6","Chicago, IL",Business Services,82500.0,5000.0,1997
983,"AI/ML , Data Engineer",3.1,"ePromptus,Inc
3.1","Chicago, IL",Information Technology,82500.0,50.0,2005
984,Senior Digital Analytics Consultant,3.6,"PK
3.6","Chicago, IL",Information Technology,82500.0,5000.0,2004
985,Senior Data Analyst,-1.0,Leap,"Chicago, IL",-1,82500.0,,-1
986,Bioinformatics Scientist,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,82500.0,1000.0,2015
987,Business Intelligence Analyst,3.7,"Athletico
3.7","Oak Brook, IL",Health Care,82500.0,5000.0,-1
988,Junior Imaging Scientist,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,82500.0,1000.0,2015
989,Senior Data Engineer,5.0,"Centric Consulting
5.0","Chicago, IL",Business Services,82500.0,1000.0,1999
990,Senior Google Analytics Manager,4.6,"Marcel Media
4.6","Chicago, IL",Business Services,82500.0,50.0,2003
991,"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings",3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,82500.0,10000.0,1965
992,"Medical Laboratory Scientist - Hemostasis, Full-time, Days",3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,82500.0,10000.0,1965
993,"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings",3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",Health Care,82500.0,10000.0,1965
994,Spark AWS Data Engineer,3.1,"Keylent
3.1","Chicago, IL",-1,82500.0,50.0,-1
995,Python Data Engineer Trading,-1.0,Paul May & Associates,"Chicago, IL",-1,82500.0,50.0,-1
996,Informatica Data Modeler,3.9,"Avanciers
3.9","Chicago, IL",Information Technology,82500.0,50.0,2015
997,Data Analyst (MPI),3.2,"Metropolitan Family Services
3.2","Chicago, IL",Business Services,82500.0,500.0,1857
998,Data and Software Engineer,3.2,"Kershner Trading Group
3.2","Chicago, IL",Finance,82500.0,200.0,-1
999,"Product Manager, Panel Data Science",4.2,"360pi
4.2","Chicago, IL",Information Technology,82500.0,50.0,-1
1000,Senior Manager- Data science/Operations research- Analytics & AI,3.6,"Trianz
3.6","Chicago, IL",Information Technology,82500.0,5000.0,2001
1001,Part Time Data Science Instructor (Data Science Bootcamp) - Promotable,-1.0,1871 Member Companies,"Chicago, IL",-1,82500.0,,-1
1002,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.7,"BMO Financial Group
3.7","Chicago, IL",Finance,82500.0,,1817
1003,Data Production Analyst,4.2,"NJF Global Holdings
4.2","Chicago, IL",Business Services,82500.0,200.0,2003
1004,Senior Data Analyst,3.6,"Epiq Systems
3.6","Chicago, IL",Accounting & Legal,82500.0,10000.0,1988
1005,Data Architect,3.2,"Tempus Labs
3.2","Chicago, IL",Biotech & Pharmaceuticals,82500.0,1000.0,2015
1006,Supervisory Research Health Scientist,3.4,"Veterans Affairs, Veterans Health Administration
3.4","Hines, IL",Government,82500.0,,1930
1007,"Sr. Data Analyst - Analytics, Marketing, CPG",4.9,"Jobot
4.9","Chicago, IL",Business Services,82500.0,200.0,2018
1008,"Data Engineer _ Chicago, IL || 06+ Months Contract",2.9,"Avtech solutions
2.9","Chicago, IL",-1,82500.0,50.0,-1
1009,Senior Environmental Research Scientist,4.1,"MWRD of Greater Chicago
4.1","Chicago, IL",Government,106500.0,5000.0,-1
1010,Cloud/Big Data Engineer,3.9,"Edgilent Corp.
3.9","Chicago, IL",Information Technology,106500.0,50.0,2015
1011,"Senior Scientist-Impact Forecasting-Wild Fire (Chicago, IL)",3.5,"Aon
3.5","Chicago, IL",Insurance,106500.0,,1892
1012,Big Data Engineer,4.1,"Collabera
4.1","Chicago, IL",Information Technology,106500.0,,1991
