,Job Title,Rating,Company Name,state,Sector,avg Salary,avg size,Founded,latitude,longitude,name
468,"Environmental Scientists, Geologists, or Environmental Engineers - Entry to 2 Years Experience",4.0,"Langan Engineering and Environmental Services
4.0",CA,Business Services,176000.0,5000.0,1970,36.778261,-119.417932,California
469,"Business Analytics Manager, Enterprise Marketing",4.5,"Miro
4.5",CA,Information Technology,176000.0,500.0,2015,36.778261,-119.417932,California
470,"Business Analytics Manager, Partnerships and Startup Program",4.5,"Miro
4.5",CA,Information Technology,176000.0,500.0,2015,36.778261,-119.417932,California
471,Research Scientist/Senior Scientist,3.9,"The Aerospace Corporation
3.9",CA,Aerospace & Defense,176000.0,5000.0,1960,36.778261,-119.417932,California
472,Principal Data Scientist,3.6,"Activision Blizzard
3.6",CA,Media,176000.0,,1979,36.778261,-119.417932,California
473,Data Engineer,4.0,"Idealab
4.0",CA,Finance,176000.0,1000.0,2006,36.778261,-119.417932,California
474,Data Scientist,5.0,"WB Technology
5.0",CA,-1,176000.0,,-1,36.778261,-119.417932,California
475,"Research Scientist, USC Schaeffer Center",4.2,"University of Southern California
4.2",CA,Education,176000.0,,1880,36.778261,-119.417932,California
476,Principal Data Scientist- Public Sector,3.7,"IBM
3.7",CA,Information Technology,176000.0,,1911,36.778261,-119.417932,California
477,Business Intelligence Analyst - Entry,3.8,"Enterprise Solutions Inc
3.8",CA,Business Services,176000.0,200.0,2000,36.778261,-119.417932,California
478,Sr Robotics Scientist,3.5,"iRobot
3.5",CA,Retail,176000.0,5000.0,1990,36.778261,-119.417932,California
479,Physical Scientist,3.6,"US Department of Energy
3.6",CA,Government,176000.0,,1977,36.778261,-119.417932,California
480,Data Analyst,3.5,"Cenergy
3.5",CA,"Construction, Repair & Maintenance",176000.0,200.0,-1,36.778261,-119.417932,California
481,Sr. Data Analyst,3.8,"Dollar Shave Club
3.8",CA,Retail,176000.0,500.0,2011,36.778261,-119.417932,California
482,Digital Analytics Manager,3.1,"The Honest Company
3.1",CA,Information Technology,176000.0,500.0,2012,36.778261,-119.417932,California
483,Lead Data Scientist,3.2,"RAPP
3.2",CA,Business Services,176000.0,1000.0,1965,36.778261,-119.417932,California
484,Senior Data Scientist,3.6,"Humana
3.6",CA,Insurance,176000.0,,1961,36.778261,-119.417932,California
485,Data Engineer,3.8,"NBC Universal
3.8",CA,Media,176000.0,,1906,36.778261,-119.417932,California
486,Junior Data Analyst,5.0,"Staffigo Technical Services, LLC
5.0",CA,Information Technology,176000.0,200.0,2008,36.778261,-119.417932,California
487,Data Engineer,5.0,"Tapcart
5.0",CA,Information Technology,176000.0,50.0,2017,36.778261,-119.417932,California
488,Quantum Principal Data Scientist (Industrial-Discrete sector),3.7,"IBM
3.7",CA,Information Technology,176000.0,,1911,36.778261,-119.417932,California
489,Data Engineer,3.3,"ZEFR
3.3",CA,Media,176000.0,500.0,-1,36.778261,-119.417932,California
490,"Scientist, Product Development",3.3,"Beachbody
3.3",CA,Consumer Services,176000.0,1000.0,1998,36.778261,-119.417932,California
491,Senior Data Analyst,3.6,"Superior Court of California County of Los Angeles
3.6",CA,Government,176000.0,5000.0,-1,36.778261,-119.417932,California
492,Data Engineer,3.6,"J. Paul Getty Trust
3.6",CA,Non-Profit,176000.0,5000.0,1954,36.778261,-119.417932,California
493,Data Analyst,-1.0,Eleven Recruiting - CHURN,CA,-1,176000.0,,-1,36.778261,-119.417932,California
494,Exploratory Data Analysis Instructor,3.8,"UCLA Extension
3.8",CA,Education,176000.0,500.0,-1,36.778261,-119.417932,California
495,"Data Analyst, Predictive Analytics",3.5,"Internet Brands, Inc.
3.5",CA,Information Technology,176000.0,5000.0,1998,36.778261,-119.417932,California
496,Data Engineer,4.7,"TEEMA
4.7",CA,Business Services,100500.0,500.0,2008,36.778261,-119.417932,California
497,Senior Data Analyst,4.6,"TutorMe
4.6",CA,Education,100500.0,200.0,2015,36.778261,-119.417932,California
498,Artificial Intelligence/Machine Learning Engineer,3.9,"The Aerospace Corporation
3.9",CA,Aerospace & Defense,100500.0,5000.0,1960,36.778261,-119.417932,California
499,CLINICAL LABORATORY SCIENTIST I,4.1,"Los Angeles County
4.1",CA,Government,100500.0,,1850,36.778261,-119.417932,California
500,Data Scientist,4.2,"CyberCoders
4.2",CA,Business Services,100500.0,500.0,1999,36.778261,-119.417932,California
501,Sr. Business Intelligence Analyst,4.0,"NEXT Trucking
4.0",CA,Transportation & Logistics,100500.0,200.0,2015,36.778261,-119.417932,California
502,Data Analyst,3.7,"iSpace, Inc
3.7",CA,Information Technology,100500.0,200.0,2000,36.778261,-119.417932,California
503,Data Analyst,3.4,"Kite Pharma
3.4",CA,Biotech & Pharmaceuticals,100500.0,5000.0,2008,36.778261,-119.417932,California
504,Pricing Data Analyst,3.6,"City National Bank
3.6",CA,Finance,100500.0,5000.0,1954,36.778261,-119.417932,California
505,Business Analytics Manager,4.5,"Miro
4.5",CA,Information Technology,100500.0,500.0,2015,36.778261,-119.417932,California
506,Senior Data Scientist,-1.0,12traits,CA,-1,100500.0,,-1,36.778261,-119.417932,California
507,"Marketing Data Analyst, Teleflora",3.6,"The Wonderful Company
3.6",CA,Manufacturing,100500.0,10000.0,1980,36.778261,-119.417932,California
508,Associate Scientist,3.8,"Apex Systems
3.8",CA,Business Services,100500.0,5000.0,1995,36.778261,-119.417932,California
509,Data Analyst,5.0,"Tilde Staff Inc.
5.0",CA,-1,100500.0,50.0,-1,36.778261,-119.417932,California
510,Data Analyst,4.3,"ConsultNet, LLC
4.3",CA,Business Services,100500.0,500.0,1996,36.778261,-119.417932,California
511,Data Scientist / Architect H/F,-1.0,Home Life Connect / Strategic Planning Monaco,CA,-1,100500.0,,-1,36.778261,-119.417932,California
512,Data Scientist/ Machine Learning,1.6,"Management Decisions, Inc.
1.6",CA,Business Services,100500.0,50.0,-1,36.778261,-119.417932,California
513,Associate Scientist,4.9,"BioPhase Solutions
4.9",CA,Biotech & Pharmaceuticals,100500.0,50.0,-1,36.778261,-119.417932,California
514,Data Engineer,-1.0,GradTests (gradtests.com.au),CA,-1,100500.0,,-1,36.778261,-119.417932,California
515,Epidemiologist Data Analyst-Urology,4.0,"UCLA Health
4.0",CA,Health Care,100500.0,10000.0,1919,36.778261,-119.417932,California
516,Marketing Data Analyst,5.0,"Scale Media
5.0",CA,Business Services,100500.0,50.0,-1,36.778261,-119.417932,California
517,Sr. Data Scientist,3.7,"Turner Broadcasting
3.7",CA,Media,100500.0,,2003,36.778261,-119.417932,California
518,Microsoft Analytics Consultant,3.7,"IBM
3.7",CA,Information Technology,100500.0,,1911,36.778261,-119.417932,California
519,Data Engineer,5.0,"ingenium.agency
5.0",CA,Business Services,100500.0,50.0,2016,36.778261,-119.417932,California
520,Senior Data Analyst - User Growth,3.8,"TikTok
3.8",CA,Information Technology,100500.0,5000.0,2016,36.778261,-119.417932,California
521,Data Scientist Applied Machine Learning,2.5,"JM Eagle
2.5",CA,Manufacturing,100500.0,5000.0,1983,36.778261,-119.417932,California
522,Data Analyst,4.0,"Lorven Technologies Inc
4.0",CA,Accounting & Legal,100500.0,50.0,-1,36.778261,-119.417932,California
523,Senior Data Analyst,3.3,"Tillster
3.3",CA,Information Technology,100500.0,200.0,2001,36.778261,-119.417932,California
524,Data Analyst,-1.0,Center For Policing Equity,CA,Education,100500.0,200.0,-1,36.778261,-119.417932,California
525,"Lead Data Science Instructor, Data Scientist",3.9,"Galvanize
3.9",CA,Education,100500.0,500.0,2012,36.778261,-119.417932,California
526,Quantum Principal Data Scientist (Industrial-Process sector),3.7,"IBM
3.7",CA,Information Technology,170000.0,,1911,36.778261,-119.417932,California
527,Behavioral Data Science Manager,3.7,"mPulse Mobile
3.7",CA,Health Care,170000.0,200.0,2014,36.778261,-119.417932,California
528,Epidemiologist Data Analyst-Urology,3.8,"UC Davis Medical Center
3.8",CA,Health Care,170000.0,,-1,36.778261,-119.417932,California
529,Data Analyst,4.0,"Swinerton Builders
4.0",CA,"Construction, Repair & Maintenance",170000.0,5000.0,1888,36.778261,-119.417932,California
530,First Data Hire for IoT Startup: Manager level Data Scientist/Engineer,1.6,"Management Decisions, Inc.
1.6",CA,Business Services,170000.0,50.0,-1,36.778261,-119.417932,California
531,Machine Learning-Computer Vision Research Scientist,3.8,"UtopiaCompression Corporation
3.8",CA,Information Technology,170000.0,50.0,-1,36.778261,-119.417932,California
532,Sr. Data Scientist,3.6,"ServiceTitan
3.6",CA,Information Technology,170000.0,1000.0,2013,36.778261,-119.417932,California
533,Senior Data Scientist,3.7,"Icon Media Direct
3.7",CA,Business Services,170000.0,200.0,2000,36.778261,-119.417932,California
534,Data Modeler,4.0,"Kairos Technologies
4.0",CA,Information Technology,170000.0,200.0,2003,36.778261,-119.417932,California
535,Data Analyst,3.5,"Robert Half
3.5",CA,Business Services,170000.0,,1948,36.778261,-119.417932,California
536,Business Intelligence Analyst,3.4,"Casting Networks
3.4",CA,Information Technology,170000.0,200.0,2002,36.778261,-119.417932,California
537,Sr. Data Scientist,3.7,"Icon Media Direct, Inc.
3.7",CA,Business Services,170000.0,200.0,2000,36.778261,-119.417932,California
538,"Scientist 2, Data Analytics",4.4,"Arete Associates Inc
4.4",CA,Information Technology,170000.0,200.0,2008,36.778261,-119.417932,California
539,Data Engineer,4.4,"Direct Agents
4.4",CA,Business Services,170000.0,200.0,2003,36.778261,-119.417932,California
540,Data Engineer,3.6,"ViacomCBS
3.6",CA,Media,170000.0,,2019,36.778261,-119.417932,California
541,"Instructor, Data Scientist",4.9,"Jobot
4.9",CA,Business Services,170000.0,200.0,2018,36.778261,-119.417932,California
542,Data Analyst- Customers,-1.0,Burst Oral Care,CA,-1,170000.0,,-1,36.778261,-119.417932,California
543,Data Analyst,3.1,"Computershare
3.1",CA,Finance,170000.0,,1978,36.778261,-119.417932,California
544,Data Analyst,5.0,"Staffigo Technical Services, LLC
5.0",CA,Information Technology,170000.0,200.0,2008,36.778261,-119.417932,California
545,Senior Data Scientist - Nationwide Opportunities,3.9,"Amazon
3.9",CA,Information Technology,170000.0,,1994,36.778261,-119.417932,California
546,"Senior Data Scientist | Mobile, Social",-1.0,Elever Professional,CA,-1,170000.0,50.0,-1,36.778261,-119.417932,California
547,Clinical Laboratory Scientist - Hematology,3.3,"City of Hope
3.3",CA,Health Care,170000.0,10000.0,1913,36.778261,-119.417932,California
548,Data Analyst,-1.0,Eleven Recruiting - CHURN,CA,Information Technology,170000.0,50.0,-1,36.778261,-119.417932,California
549,Data Analyst,3.4,"DatamanUSA
3.4",CA,Information Technology,170000.0,200.0,-1,36.778261,-119.417932,California
550,Data Engineer,3.7,"mPulse Mobile
3.7",CA,Health Care,170000.0,200.0,2014,36.778261,-119.417932,California
551,"Field Applications Scientist, CA",3.8,"GenapSys, Inc.
3.8",CA,Biotech & Pharmaceuticals,170000.0,200.0,2010,36.778261,-119.417932,California
552,Senior Data Analyst,3.9,"Lucky Day
3.9",CA,Information Technology,170000.0,50.0,2014,36.778261,-119.417932,California
553,Microsoft Dynamics CRM Data Analyst,3.7,"IBM
3.7",CA,Information Technology,170000.0,,1911,36.778261,-119.417932,California
554,"Staff Software Scientist, Reproductive Health",3.4,"Thermo Fisher Scientific
3.4",CA,Biotech & Pharmaceuticals,170000.0,,1902,36.778261,-119.417932,California
555,Data Engineer,-1.0,Trovetechs Inc,CA,-1,170000.0,,-1,36.778261,-119.417932,California
556,Senior Data Analyst,4.0,"Fox Corporation
4.0",CA,Media,94000.0,10000.0,2019,36.778261,-119.417932,California
557,E-Discovery Data Engineer (ADS),3.7,"ProSearch Strategies
3.7",CA,Accounting & Legal,94000.0,50.0,-1,36.778261,-119.417932,California
558,Computer Vision Scientist,-1.0,Metropolis,CA,-1,94000.0,50.0,-1,36.778261,-119.417932,California
559,Machine Learning Engineer,-1.0,Tangerine Search Inc,CA,-1,94000.0,,-1,36.778261,-119.417932,California
560,Space Photovoltaic and Energy Technology Scientist,3.9,"The Aerospace Corporation
3.9",CA,Aerospace & Defense,94000.0,5000.0,1960,36.778261,-119.417932,California
561,"Sr. Data Scientist, Predictive Analysis - HBO Max",3.7,"Turner Broadcasting
3.7",CA,Media,94000.0,,2003,36.778261,-119.417932,California
562,Data Engineer,4.0,"Prosum
4.0",CA,Information Technology,94000.0,500.0,1996,36.778261,-119.417932,California
563,"Senior Data Analyst, Marketing",4.3,"Dave, Inc.
4.3",CA,Finance,94000.0,50.0,2016,36.778261,-119.417932,California
564,Machine Learning Engineer,3.2,"Adroit Worldwide Media, Inc. (AWM Smart Shelf)
3.2",CA,-1,94000.0,50.0,-1,36.778261,-119.417932,California
565,Data Engineer,3.9,"Analog Devices
3.9",CA,Manufacturing,94000.0,,1965,36.778261,-119.417932,California
566,"Manager, Data Science - HBO Max",3.7,"Turner Broadcasting
3.7",CA,Media,94000.0,,2003,36.778261,-119.417932,California
567,"Clinical Laboratory Scientist, Per Diem",4.0,"UCLA Health
4.0",CA,Health Care,94000.0,10000.0,1919,36.778261,-119.417932,California
568,Data Analyst,3.6,"ICONMA
3.6",CA,Business Services,94000.0,5000.0,2000,36.778261,-119.417932,California
569,Sr Data Analyst,3.1,"MyLife.com
3.1",CA,Information Technology,94000.0,50.0,2002,36.778261,-119.417932,California
570,Senior Data Analyst,4.7,"PlayQ
4.7",CA,Media,94000.0,200.0,2007,36.778261,-119.417932,California
571,Sr Data Engineer (AWS),4.0,"Prosum
4.0",CA,Information Technology,94000.0,500.0,1996,36.778261,-119.417932,California
572,"Senior Scientist, Scientific Affairs",3.3,"Beachbody
3.3",CA,Consumer Services,94000.0,1000.0,1998,36.778261,-119.417932,California
573,Data Engineer,-1.0,Bloomstaff,CA,-1,94000.0,,-1,36.778261,-119.417932,California
574,Data Engineer,-1.0,ingenium.agency,CA,-1,94000.0,,-1,36.778261,-119.417932,California
575,Data Engineer,-1.0,EvolvInc,CA,Information Technology,94000.0,50.0,2005,36.778261,-119.417932,California
576,Data Engineer,4.2,"CyberCoders
4.2",CA,Business Services,94000.0,500.0,1999,36.778261,-119.417932,California
577,Data Engineer,4.8,"Agilisium LLC
4.8",CA,Information Technology,94000.0,500.0,2012,36.778261,-119.417932,California
578,Research Radar Scientist,-1.0,UltraHealth Agency,CA,-1,94000.0,50.0,-1,36.778261,-119.417932,California
579,Machine Learning Engineer,4.2,"CyberCoders
4.2",CA,Business Services,94000.0,500.0,1999,36.778261,-119.417932,California
580,Sr. Data Scientist,5.0,"WB Technology
5.0",CA,-1,94000.0,,-1,36.778261,-119.417932,California
581,Principal Data Scientist,3.2,"Activision Publishing
3.2",CA,Media,94000.0,5000.0,1979,36.778261,-119.417932,California
582,Senior Data Scientist,3.3,"City of Hope
3.3",CA,Health Care,94000.0,10000.0,1913,36.778261,-119.417932,California
583,Analytics Manager (Web / Social),2.5,"TVGla
2.5",CA,Media,94000.0,200.0,-1,36.778261,-119.417932,California
584,Data Engineer,2.0,"Ledgent Technology
2.0",CA,-1,94000.0,1000.0,-1,36.778261,-119.417932,California
585,"Data Engineer - W2 only - Local to Los Angeles, CA only",4.1,"BayOne Solutions
4.1",CA,Information Technology,94000.0,5000.0,-1,36.778261,-119.417932,California
586,Data Engineer,5.0,"Sense360
5.0",CA,Information Technology,109000.0,50.0,2014,36.778261,-119.417932,California
587,Data Analyst - (Python),5.0,"LEAPROS
5.0",CA,-1,109000.0,50.0,-1,36.778261,-119.417932,California
588,Analytics Consultant,3.6,"Epiq
3.6",CA,Accounting & Legal,109000.0,10000.0,1988,36.778261,-119.417932,California
589,Business Intelligence Analyst,3.1,"Systech Business Solutions
3.1",CA,Information Technology,109000.0,500.0,1993,36.778261,-119.417932,California
590,Data Engineer- Customer Data Platform,3.7,"Turner Broadcasting
3.7",CA,Media,109000.0,,2003,36.778261,-119.417932,California
591,Data Engineer - HBO Max,3.7,"Turner Broadcasting
3.7",CA,Media,109000.0,,2003,36.778261,-119.417932,California
592,Sr. Data Analyst,4.0,"Unilever
4.0",CA,Manufacturing,109000.0,,1872,36.778261,-119.417932,California
593,"Quantum Research Scientist, Test and Measurement",3.9,"Amazon
3.9",CA,Information Technology,109000.0,,1994,36.778261,-119.417932,California
594,Research Data Analyst,-1.0,"Recargo, Inc., makers of PlugShare",CA,-1,109000.0,,-1,36.778261,-119.417932,California
595,VRL - Clinical Histocompatibility Scientist Trainee,-1.0,EUROFINS SCIENT.,CA,-1,109000.0,,-1,36.778261,-119.417932,California
596,"Data Consultant, Direct Marketing Campaign Automation",4.0,"Kaiser Permanente
4.0",CA,Health Care,109000.0,,1945,36.778261,-119.417932,California
597,Sr. Data Analyst,3.1,"Molina Healthcare
3.1",CA,Insurance,109000.0,,1980,36.778261,-119.417932,California
598,Billingual Chinese - Data Analyst,3.7,"Tripalink
3.7",CA,Real Estate,109000.0,50.0,2016,36.778261,-119.417932,California
599,Machine Learning Engineer,-1.0,Pro Lancer,CA,-1,109000.0,,-1,36.778261,-119.417932,California
600,Lead Data Scientist,3.6,"Humana
3.6",CA,Insurance,109000.0,,1961,36.778261,-119.417932,California
601,Data Analyst,2.8,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8",CA,-1,53000.0,,-1,36.778261,-119.417932,California
602,"Director, Data Science - HBO Max",3.7,"Turner Broadcasting
3.7",CA,Media,53000.0,,2003,36.778261,-119.417932,California
603,Project Scientist,3.9,"Cedars-Sinai
3.9",CA,Health Care,53000.0,,1902,36.778261,-119.417932,California
604,Field Application Scientist,4.7,"BioDiscovery Inc
4.7",CA,Information Technology,53000.0,50.0,1997,36.778261,-119.417932,California
605,VRL - Clinical Histocompatibility Scientist Trainee,3.4,"Eurofins Scientific
3.4",CA,Biotech & Pharmaceuticals,53000.0,,1987,36.778261,-119.417932,California
606,Data Analyst,3.0,"Arize Corporation
3.0",CA,Media,53000.0,500.0,-1,36.778261,-119.417932,California
607,Data Engineer - IG Tech,3.9,"Capital Group
3.9",CA,Finance,53000.0,10000.0,1931,36.778261,-119.417932,California
608,Data Engineer,3.7,"Turner Broadcasting
3.7",CA,Media,53000.0,,2003,36.778261,-119.417932,California
609,Scientist,2.6,"Eurofins USA Environment Testing
2.6",CA,Agriculture & Forestry,53000.0,500.0,2005,36.778261,-119.417932,California
610,Data Engineer,3.9,"BlackLine
3.9",CA,Information Technology,53000.0,1000.0,2001,36.778261,-119.417932,California
611,Data Engineer,2.4,"Aspiration
2.4",CA,Finance,53000.0,500.0,2013,36.778261,-119.417932,California
612,Operation Analytics Manager,4.0,"Walt Disney Co.
4.0",CA,Media,53000.0,,1923,36.778261,-119.417932,California
613,Data Engineer,2.7,"TrueCar
2.7",CA,Information Technology,53000.0,1000.0,2005,36.778261,-119.417932,California
614,Principal Research Scientist,3.2,"Grifols
3.2",CA,Biotech & Pharmaceuticals,53000.0,,1909,36.778261,-119.417932,California
615,Data Analyst,-1.0,NextDeavor Services,CA,-1,53000.0,,-1,36.778261,-119.417932,California
616,Human Factors Scientist,3.5,"Exponent
3.5",CA,Business Services,53000.0,5000.0,1967,36.778261,-119.417932,California
617,Business Intelligence Analyst,3.3,"City of Hope
3.3",CA,Health Care,53000.0,10000.0,1913,36.778261,-119.417932,California
618,Air Compliance Engineer/Scientist (Mid to Senior),4.3,"Yorke Engineering
4.3",CA,Education,53000.0,,1831,36.778261,-119.417932,California
619,Research Scientist - Machine Translation,3.6,"SDL
3.6",CA,Information Technology,53000.0,5000.0,1992,36.778261,-119.417932,California
620,Business Intelligence Analyst,3.2,"Farmers & Merchants Bank
3.2",CA,Finance,56000.0,1000.0,-1,36.778261,-119.417932,California
621,"Machine Learning Engineer, Signal Processing",5.0,"NxT Level
5.0",CA,Information Technology,56000.0,50.0,2017,36.778261,-119.417932,California
622,Survey Data Analyst,4.9,"Cypress HCM
4.9",CA,Business Services,56000.0,200.0,2005,36.778261,-119.417932,California
623,Data Analyst / Developer,-1.0,Kforce Technology Staffing,CA,-1,56000.0,,-1,36.778261,-119.417932,California
624,"Scientist, Bioanalytics, Gene Therapy",3.7,"CSL Behring
3.7",CA,Biotech & Pharmaceuticals,56000.0,10000.0,2004,36.778261,-119.417932,California
625,BI Data Analyst - Predictive Analytics,3.5,"Internet Brands, Inc.
3.5",CA,Information Technology,56000.0,5000.0,1998,36.778261,-119.417932,California
626,"R&D Scientist, Cellular Manufacturing",3.7,"CSL Behring
3.7",CA,Biotech & Pharmaceuticals,56000.0,10000.0,2004,36.778261,-119.417932,California
627,Data Analyst (Asset Management / eDiscovery),3.8,"Odesus
3.8",CA,Business Services,56000.0,200.0,2001,36.778261,-119.417932,California
628,Environmental Scientist / Monitoring Lead,3.7,"Tetra Tech, Inc.
3.7",CA,Business Services,56000.0,,1966,36.778261,-119.417932,California
629,Scientist I,2.6,"Eurofins USA Environment Testing
2.6",CA,Agriculture & Forestry,56000.0,500.0,2005,36.778261,-119.417932,California
630,Operation Analytics Manager,2.8,"21st Century Fox
2.8",CA,Media,56000.0,5000.0,1993,36.778261,-119.417932,California
631,Planetary Data Engineer,4.3,"Nasa Jet Propulsion Laboratory
4.3",CA,Government,56000.0,10000.0,1936,36.778261,-119.417932,California
632,"Data Analyst - Health, Senior",4.1,"Blue Shield of California
4.1",CA,Insurance,56000.0,10000.0,1939,36.778261,-119.417932,California
633,VP of Data Science & Analytics,3.6,"Snap
3.6",CA,Information Technology,56000.0,5000.0,2011,36.778261,-119.417932,California
634,"Principle Scientist, Immunology",-1.0,"Myst Therapeutics, Inc.",CA,-1,56000.0,,-1,36.778261,-119.417932,California
635,Product Data Analyst,3.2,"Stamps.com
3.2",CA,Information Technology,56000.0,5000.0,1996,36.778261,-119.417932,California
636,"Senior Research Scientist I, Data Analytics",3.4,"Kite Pharma
3.4",CA,Biotech & Pharmaceuticals,56000.0,5000.0,2008,36.778261,-119.417932,California
637,Data Engineer,3.7,"NortonLifeLock
3.7",CA,Information Technology,56000.0,5000.0,2019,36.778261,-119.417932,California
638,Physical Scientist,4.2,"U.S. Air Force
4.2",CA,Government,56000.0,,1947,36.778261,-119.417932,California
639,Data Analyst (Ryan White),4.7,"AIDS Healthcare Foundation
4.7",CA,Health Care,56000.0,5000.0,1987,36.778261,-119.417932,California
640,Data Modeler,-1.0,Cloud Data Systems Inc,CA,-1,56000.0,50.0,-1,36.778261,-119.417932,California
641,Business Intelligence Analyst Tableau From Scratch & Performance Bonuses,2.8,"Camden Kelly Corporation
2.8",CA,Information Technology,148500.0,50.0,2013,36.778261,-119.417932,California
642,"Senior Data Scientist, Live Ops Analytics",3.6,"Activision Blizzard
3.6",CA,Media,148500.0,,1979,36.778261,-119.417932,California
643,Associate Scientist I - Analytical Ops,3.1,"Integrated Resources, Inc
3.1",CA,Business Services,148500.0,500.0,1996,36.778261,-119.417932,California
644,Data Analyst / Developer,4.1,"Kforce
4.1",CA,Business Services,148500.0,,1966,36.778261,-119.417932,California
645,Analytics Manager,3.8,"Oxford Road
3.8",CA,Business Services,148500.0,50.0,2013,36.778261,-119.417932,California
646,Machine Learning Engineer - HBO Max,3.7,"Warner Media LLC
3.7",CA,Media,148500.0,,2003,36.778261,-119.417932,California
647,"Director, Data Science (LA, NY or SF)",3.2,"Cadreon
3.2",CA,Business Services,148500.0,1000.0,2009,36.778261,-119.417932,California
648,Data Analyst - Personalization,3.5,"Internet Brands, Inc.
3.5",CA,Information Technology,148500.0,5000.0,1998,36.778261,-119.417932,California
649,Pre-Clinical Imaging Field Application Scientist,3.2,"Perkinelmer
3.2",CA,Biotech & Pharmaceuticals,148500.0,,1937,36.778261,-119.417932,California
650,X-Ray Tomography Scientist,3.9,"The Aerospace Corporation
3.9",CA,Aerospace & Defense,148500.0,5000.0,1960,36.778261,-119.417932,California
651,Data Analyst,3.8,"Login Consulting Services
3.8",CA,Business Services,148500.0,200.0,-1,36.778261,-119.417932,California
652,"Senior Thermal Modeling Engineer(Relocation to Phoenix, AZ)",4.6,"Nikola Motor Company
4.6",CA,Manufacturing,148500.0,500.0,2014,36.778261,-119.417932,California
653,Data Science Resident - Galvanize Data Science Immersive Grads Only,-1.0,Galvanize Inc.,CA,"Construction, Repair & Maintenance",148500.0,200.0,-1,36.778261,-119.417932,California
654,Systems and Data Analyst,2.9,"T.H.E. Health & Wellness Centers
2.9",CA,-1,148500.0,200.0,-1,36.778261,-119.417932,California
655,Associate Scientist - Sensory - Jr (Daily/Weekly OT),3.8,"Apex Systems
3.8",CA,Business Services,148500.0,5000.0,1995,36.778261,-119.417932,California
656,Senior Research Scientist,2.8,"TransPerfect
2.8",CA,Business Services,148500.0,5000.0,1992,36.778261,-119.417932,California
657,Data Engineer- Customer Data Platform,5.0,"WB Technology
5.0",CA,-1,148500.0,,-1,36.778261,-119.417932,California
658,Senior Data Analyst,4.5,"Mobilityware
4.5",CA,Media,148500.0,200.0,1990,36.778261,-119.417932,California
659,Scientist Process Chemist,4.1,"Provivi
4.1",CA,-1,148500.0,50.0,-1,36.778261,-119.417932,California
660,Senior Data Engineer - Information Security,3.9,"Riot Games
3.9",CA,Media,148500.0,5000.0,2006,36.778261,-119.417932,California
661,Business Intelligence Analyst,3.4,"EMINENT, INC.
3.4",CA,Information Technology,148500.0,50.0,-1,36.778261,-119.417932,California
662,Sr. Data Engineer - HBO Max,3.7,"Turner Broadcasting
3.7",CA,Media,148500.0,,2003,36.778261,-119.417932,California
663,"RD Scientist, Cellular Manufacturing",3.7,"CSL Behring
3.7",CA,Biotech & Pharmaceuticals,148500.0,10000.0,2004,36.778261,-119.417932,California
664,Clinical Lab Scientist,3.7,"California Hospital Medical Center
3.7",CA,Health Care,148500.0,,-1,36.778261,-119.417932,California
665,Lead Data Scientist,3.3,"City of Hope
3.3",CA,Health Care,148500.0,10000.0,1913,36.778261,-119.417932,California
666,Postdoctoral Scientist - Guarnerio Lab - Cedars-Sinai Cancer,3.9,"Cedars-Sinai
3.9",CA,Health Care,148500.0,,1902,36.778261,-119.417932,California
667,Senior Data Analyst,4.7,"DISQO
4.7",CA,Business Services,148500.0,200.0,2014,36.778261,-119.417932,California
668,"Manager, Application & Data Engineering",3.4,"Gilead Sciences
3.4",CA,Biotech & Pharmaceuticals,148500.0,,1987,36.778261,-119.417932,California
669,Data Analyst-HEDIS & Star,3.2,"SCAN Health Plan
3.2",CA,Insurance,148500.0,1000.0,1977,36.778261,-119.417932,California
670,Sr. Data Analyst,4.3,"ConsultNet, LLC
4.3",CA,Business Services,150000.0,500.0,1996,36.778261,-119.417932,California
671,Enterprise Data Analyst,3.6,"City National Bank
3.6",CA,Finance,150000.0,5000.0,1954,36.778261,-119.417932,California
672,Call Center Analytics Manager,2.4,"Frontier Communications
2.4",CA,Telecommunications,150000.0,,1935,36.778261,-119.417932,California
673,Data Analyst Manager,-1.0,Oakwood Search - CHURN,CA,-1,150000.0,,-1,36.778261,-119.417932,California
674,Sr Data Analyst (DW),4.2,"Aviana Global Technologies, Inc
4.2",CA,Information Technology,150000.0,50.0,1994,36.778261,-119.417932,California
675,"Manager, Data Science - Native Shopping Analytics",4.4,"Honey
4.4",CA,Information Technology,150000.0,500.0,2012,36.778261,-119.417932,California
676,Senior Data Engineer,2.9,"FabFitFun
2.9",CA,Consumer Services,150000.0,500.0,2010,36.778261,-119.417932,California
677,Sr Predictive Analytics Manager,3.5,"Farmers Insurance
3.5",CA,Insurance,150000.0,,1928,36.778261,-119.417932,California
678,Operation Analytics Manager,3.6,"true[x]
3.6",CA,Business Services,150000.0,200.0,2007,36.778261,-119.417932,California
679,Staff Machine Learning Engineer - HBO Max,3.7,"Turner Broadcasting
3.7",CA,Media,150000.0,,2003,36.778261,-119.417932,California
680,Data Engineer,5.0,"Techstyle Group LLC
5.0",CA,Manufacturing,150000.0,200.0,-1,36.778261,-119.417932,California
